CGPA,Programming Skill (1-10),Math Skill (1-10),Problem Solving (1-10),Communication Skill (1-10),Cybersecurity Knowledge (1-10),Database Knowledge (1-10),AI/ML Knowledge (1-10),Networking Skill (1-10),Creativity (1-10),Leadership (1-10),Mobile Dev Skill (1-10),Cloud Computing Skill (1-10),Blockchain Knowledge (1-10),Robotics Skill (1-10),System Design (1-10),Design Skill (1-10),Preferred Interest,Suggested Career
7.65,10,2,4,2,8,3,2,4,6,3,6,10,9,3,2,2,Systems,Blockchain Developer
8.93,10,7,9,5,10,6,6,1,8,3,6,3,9,8,2,6,Management,Game Developer
9.44,9,8,5,8,2,9,1,9,10,4,2,5,1,1,2,8,Networking,Web Developer
7.95,10,9,7,7,1,5,5,10,3,4,3,3,2,4,1,8,Networking,Data Analyst
8.54,7,1,8,4,1,9,5,6,5,8,6,9,4,5,3,7,Systems,Database Administrator
7.33,4,7,5,8,1,9,1,5,1,7,6,2,2,2,3,10,Coding,Software Engineer
7.82,1,3,10,6,4,10,6,2,7,5,9,6,4,1,10,2,Coding,Database Administrator
8.71,9,9,9,8,5,6,8,9,1,2,8,4,7,5,7,9,Management,Mobile App Developer
9.99,5,2,7,1,8,6,6,8,6,1,2,10,8,1,5,6,Research,Cloud Engineer
9.74,7,1,3,8,9,9,5,1,1,8,5,4,3,9,2,8,Coding,Robotics Engineer
9.13,3,2,6,7,9,9,1,2,1,5,10,10,7,5,8,10,Systems,Software Engineer
7.61,3,10,5,4,9,4,8,1,10,7,6,9,8,7,5,6,Systems,Software Engineer
9.16,9,10,7,6,7,6,8,10,1,8,1,9,9,9,1,3,Systems,Data Analyst
8.22,1,5,1,7,9,10,7,10,9,8,10,6,8,1,8,2,Networking,Cybersecurity Specialist
6.76,4,7,10,4,1,8,6,10,7,2,2,3,3,7,7,2,Systems,Network Engineer
8.63,8,8,5,7,1,6,1,2,3,8,10,3,2,5,6,1,Management,Mobile App Developer
8.46,8,3,7,8,10,7,1,3,7,1,10,3,1,10,8,4,Management,Web Developer
6.37,2,4,8,8,7,5,7,2,3,8,3,5,4,6,8,9,Coding,Software Engineer
6.59,8,7,2,4,6,8,1,4,4,4,8,10,5,3,5,6,Networking,Web Developer
8.73,3,3,5,2,9,9,2,5,1,4,8,4,7,9,3,7,Coding,Software Engineer
9.54,4,8,4,5,7,5,4,1,10,3,10,8,9,7,8,1,Research,Software Engineer
9.97,2,3,2,10,10,8,5,6,8,7,6,5,1,9,8,10,Systems,Software Engineer
6.01,1,3,2,9,5,2,3,1,7,1,2,2,9,10,8,8,Management,Software Engineer
6.6,2,6,10,6,1,10,1,5,10,2,3,7,1,7,1,2,Research,Database Administrator
7.78,6,2,5,2,5,1,6,7,6,6,2,3,5,9,8,6,Research,Software Engineer
7.39,6,8,3,10,5,7,4,4,9,3,6,3,1,8,4,4,Networking,Software Engineer
9.23,4,5,7,9,7,5,7,3,3,8,7,6,5,9,8,10,Coding,Project Manager
8.22,2,6,2,1,1,2,3,10,9,9,10,1,3,1,8,4,Networking,Network Engineer
9.12,1,6,2,6,2,10,10,3,1,3,7,7,4,5,2,10,Systems,Software Engineer
7.29,1,3,10,10,2,1,7,3,9,7,6,6,3,3,3,3,Analytics,Software Engineer
6.21,3,2,7,1,2,7,5,1,3,2,9,9,1,5,7,6,Analytics,Software Engineer
8.87,9,6,1,8,3,6,9,5,3,1,1,9,8,3,5,9,Systems,AI/ML Engineer
7.3,1,8,1,2,10,6,7,5,7,8,6,9,3,10,7,8,Systems,Software Engineer
9.54,9,8,5,2,7,5,2,9,2,3,4,3,1,8,5,2,Coding,Robotics Engineer
9.21,1,7,6,4,3,2,6,7,6,6,2,7,4,9,2,7,Design,Software Engineer
7.8,3,10,6,8,6,1,5,4,5,7,9,4,6,7,7,3,Analytics,Software Engineer
6.12,6,5,9,5,3,8,3,9,5,8,5,3,8,3,2,7,Systems,Software Engineer
7.66,5,3,10,4,1,2,7,5,2,3,8,1,1,5,7,1,Networking,Software Engineer
6.09,3,4,5,9,2,1,10,1,2,3,10,5,8,8,4,9,Systems,Software Engineer
6.05,4,1,9,4,4,4,1,10,3,1,9,9,9,6,7,1,Design,Cloud Engineer
6.4,1,5,10,9,6,7,1,4,2,5,1,8,9,2,1,9,Research,Software Engineer
7.1,10,8,7,1,10,9,9,3,7,1,8,8,5,9,2,6,Management,Web Developer
9.98,3,4,4,8,5,7,7,7,2,10,2,8,1,3,6,7,Coding,Software Engineer
6.99,6,1,8,2,4,8,7,7,6,9,5,3,5,10,8,10,Systems,Software Engineer
8.9,1,3,1,4,1,4,10,2,1,6,10,9,2,4,9,7,Research,IoT Engineer
7.95,9,9,1,6,9,2,2,2,3,3,6,10,3,6,6,4,Coding,Software Engineer
7.73,4,6,4,9,7,4,10,3,9,3,10,3,6,1,8,4,Management,Software Engineer
7.88,5,6,8,3,4,9,9,7,8,5,2,4,4,4,8,5,Research,Database Administrator
9.67,2,7,1,7,5,1,10,8,3,5,6,4,3,8,1,4,Coding,Software Engineer
8.53,1,2,8,10,9,6,6,3,3,7,2,9,8,3,3,10,Coding,Software Engineer
8.12,8,1,4,3,3,5,5,8,7,10,2,9,6,8,9,2,Management,Cloud Engineer
7.26,7,8,5,8,6,6,9,7,8,10,7,6,1,4,3,1,Systems,Embedded Systems Engineer
8.09,4,4,9,7,6,4,5,4,4,8,5,3,2,9,3,6,Design,Software Engineer
7.97,10,10,4,8,10,1,2,8,5,1,1,5,9,10,8,9,Research,Cybersecurity Specialist
9.74,9,10,9,6,7,9,4,2,6,7,9,3,4,3,7,3,Management,Web Developer
6.58,3,10,7,4,3,2,1,8,2,10,8,1,7,4,9,4,Analytics,Data Analyst
6.17,9,2,2,5,1,6,5,7,8,5,3,8,5,4,8,2,Networking,Game Developer
9.73,2,4,1,10,2,5,5,8,7,7,4,3,8,6,9,9,Research,Software Engineer
9.19,10,8,9,9,8,2,10,8,6,2,3,3,3,8,4,10,Research,Data Scientist
8.13,6,4,7,9,1,9,7,5,3,3,2,8,9,1,1,9,Coding,Database Administrator
8.49,2,2,10,10,10,10,9,8,2,3,6,7,9,9,7,6,Design,Cybersecurity Specialist
6.83,8,10,5,2,3,10,9,8,9,9,8,3,3,4,5,8,Research,Web Developer
9.94,4,5,9,8,4,7,8,5,6,9,4,4,9,6,7,6,Research,IoT Engineer
6.18,4,3,6,7,10,10,7,2,4,8,7,3,4,2,7,6,Design,Software Engineer
7.31,8,6,3,1,10,9,3,4,3,4,3,2,4,3,4,1,Networking,Web Developer
8.22,2,5,8,2,6,4,3,7,9,8,2,1,4,6,10,7,Coding,Software Engineer
7.46,6,6,7,3,4,4,4,6,9,10,9,1,6,2,1,4,Systems,Software Engineer
6.47,2,2,1,2,5,2,1,2,7,1,9,1,5,10,8,6,Analytics,Software Engineer
7.5,6,3,3,2,1,1,8,3,6,9,1,2,4,3,10,1,Analytics,Software Engineer
8.19,8,8,2,3,10,4,6,10,9,5,2,10,7,5,2,2,Management,Cybersecurity Specialist
6.11,5,10,9,8,9,2,5,2,4,7,4,5,4,3,10,4,Systems,Data Analyst
6.07,2,7,3,7,9,10,7,7,2,10,7,5,9,5,7,6,Systems,Cybersecurity Specialist
9.75,1,3,1,5,7,7,6,10,9,3,8,4,3,6,6,4,Systems,Software Engineer
7.81,7,8,9,9,7,6,5,4,6,3,1,8,5,8,5,9,Coding,Data Analyst
9.29,5,3,3,3,6,8,4,10,1,7,5,2,1,1,7,1,Design,Network Engineer
6.23,9,10,10,5,6,7,3,6,8,7,1,9,8,8,4,4,Analytics,Web Developer
6.24,9,2,1,10,3,8,8,3,3,9,9,10,4,9,7,5,Management,Web Developer
8.45,6,1,6,8,4,1,6,6,3,1,6,7,8,5,5,5,Research,Software Engineer
9.63,10,3,7,1,9,3,2,1,9,8,3,1,8,7,2,1,Systems,Game Developer
7.71,10,3,3,5,9,7,5,9,2,4,1,8,3,7,1,1,Research,Web Developer
9.61,2,2,3,1,10,5,3,8,7,1,10,8,4,4,7,2,Systems,Cybersecurity Specialist
9.59,3,2,2,3,2,10,10,5,3,4,4,7,6,5,9,3,Networking,Software Engineer
7.06,9,3,4,7,4,8,10,6,2,8,6,5,9,7,6,3,Analytics,Web Developer
6.72,5,2,1,6,8,8,10,10,6,8,2,2,2,9,1,6,Systems,Software Engineer
6.62,4,2,6,10,8,5,6,7,1,9,5,4,5,2,9,5,Analytics,Project Manager
7.45,7,10,8,10,8,10,9,4,1,9,4,6,8,4,10,10,Analytics,Data Scientist
8.55,7,1,9,10,1,9,5,10,6,8,6,1,6,4,7,8,Research,Database Administrator
9.55,9,7,10,5,3,1,9,6,1,4,9,4,8,5,9,8,Systems,Mobile App Developer
6.23,3,7,10,7,2,10,9,1,7,8,3,1,4,6,6,10,Design,Database Administrator
9.26,9,3,4,7,2,10,3,1,7,10,2,1,8,5,7,4,Management,Web Developer
7.43,3,4,2,6,1,7,10,4,2,5,8,2,9,1,7,5,Networking,Software Engineer
6.33,8,3,5,4,7,1,8,4,7,8,8,3,5,2,1,2,Analytics,Mobile App Developer
9.7,2,5,8,5,2,7,6,7,3,6,1,9,2,10,2,8,Systems,Software Engineer
8.57,9,10,9,1,4,8,9,2,8,2,7,8,1,2,2,5,Design,Web Developer
7.75,5,7,10,5,4,6,6,8,1,2,5,8,8,4,1,4,Coding,Cloud Engineer
9.84,8,1,4,3,1,1,10,3,3,10,4,2,7,10,10,2,Analytics,AI/ML Engineer
7.48,3,10,7,6,1,10,3,10,10,10,3,8,6,4,5,9,Networking,Data Analyst
6.33,7,6,2,2,4,5,7,5,8,4,1,4,9,10,2,4,Research,Blockchain Developer
7.17,10,3,9,4,7,3,5,4,9,9,10,5,9,1,4,8,Research,Mobile App Developer
8.46,4,5,8,6,4,2,4,1,8,5,10,10,2,6,10,9,Coding,Software Engineer
7.91,10,7,4,7,5,10,7,6,1,3,9,10,3,4,8,9,Design,Web Developer
6.49,9,6,4,1,5,3,6,3,5,8,9,7,9,3,5,3,Research,Mobile App Developer
9.85,7,8,4,3,5,9,6,6,3,2,2,9,2,9,8,2,Networking,Robotics Engineer
7.12,2,2,4,4,6,10,3,6,3,7,6,2,4,5,2,1,Research,Software Engineer
7.45,5,5,5,2,4,5,7,10,7,1,8,2,10,2,3,1,Analytics,Software Engineer
7.58,5,5,8,6,5,2,1,10,4,3,3,4,1,3,6,5,Networking,Software Engineer
6.58,6,9,10,1,6,7,1,5,3,6,3,6,7,10,2,8,Coding,Data Analyst
9.32,2,4,3,7,9,4,10,9,9,10,8,1,8,2,4,5,Systems,Cybersecurity Specialist
8.11,4,3,1,7,5,3,10,2,1,6,4,4,8,2,6,9,Analytics,Software Engineer
9.47,2,5,3,6,1,3,7,5,9,5,9,6,10,7,3,3,Coding,Software Engineer
8.43,6,3,4,8,10,2,5,4,5,9,5,4,9,7,6,6,Coding,Software Engineer
7.28,1,7,8,2,3,6,5,8,5,5,8,10,9,8,4,9,Coding,Cloud Engineer
8.14,4,3,1,3,2,9,8,10,4,5,10,10,9,3,10,5,Management,Cloud Engineer
8.7,9,9,5,8,3,5,9,1,7,7,2,4,1,7,7,6,Analytics,AI/ML Engineer
8.51,7,6,9,3,9,8,8,4,5,9,3,5,4,8,9,4,Research,IoT Engineer
7.11,8,8,6,1,4,6,10,4,7,7,7,1,4,9,7,2,Systems,Mobile App Developer
9.08,2,9,1,5,5,9,10,9,3,6,7,6,8,1,6,1,Coding,Software Engineer
8.8,8,10,5,3,10,8,4,5,3,5,2,9,2,10,1,2,Research,Web Developer
7.81,9,5,2,4,10,5,10,7,5,9,10,2,4,6,3,7,Analytics,Mobile App Developer
9.39,9,4,5,5,7,5,4,4,3,1,8,9,7,7,6,8,Research,Mobile App Developer
8.48,4,9,7,1,10,1,8,4,7,9,8,9,1,8,10,4,Design,Data Analyst
9.23,6,1,9,8,6,6,4,6,6,9,1,9,4,1,5,9,Systems,Software Engineer
6.46,7,9,4,5,7,5,6,8,3,2,6,5,1,8,10,4,Research,Robotics Engineer
9.78,4,10,6,10,8,5,9,6,4,6,9,8,10,1,6,2,Networking,Software Engineer
6.93,5,7,7,8,8,9,2,5,3,9,9,8,2,4,7,2,Analytics,Database Administrator
9.16,4,4,8,3,1,2,2,6,5,3,8,8,4,8,9,1,Design,Software Engineer
7.04,7,2,1,1,8,6,9,4,9,4,6,5,3,2,6,5,Networking,Software Engineer
8.47,2,1,4,6,10,1,2,6,8,1,3,4,4,8,3,9,Coding,Software Engineer
9.9,4,7,4,8,6,4,1,10,5,8,5,5,7,3,7,10,Systems,Network Engineer
8.94,10,8,2,2,2,6,5,3,8,5,2,1,3,3,2,4,Systems,Game Developer
8.46,5,10,9,7,10,6,9,5,7,1,9,4,9,10,4,1,Networking,Data Scientist
7.82,5,5,8,2,10,9,3,5,4,9,5,8,1,3,7,8,Coding,Database Administrator
9.11,9,3,5,1,8,10,7,7,3,5,3,10,4,1,6,7,Systems,Web Developer
6.9,4,7,9,5,8,8,6,10,8,2,8,10,1,1,2,9,Networking,Cloud Engineer
9.54,9,2,8,2,2,10,5,10,8,3,1,6,6,5,3,4,Design,Web Developer
8.6,6,6,5,9,8,6,5,7,2,9,6,4,6,7,2,2,Research,Project Manager
7.38,6,7,8,4,7,6,2,6,5,9,6,9,6,6,10,9,Systems,Software Engineer
8.47,9,2,3,3,6,6,2,10,3,5,4,5,7,3,6,7,Coding,Software Engineer
7.67,3,7,4,8,4,5,3,9,2,7,2,3,6,8,9,6,Networking,Network Engineer
8.34,5,3,3,3,4,2,3,10,1,7,5,3,1,1,7,7,Analytics,Network Engineer
6.77,6,6,6,6,6,8,8,8,3,10,2,4,8,2,5,6,Research,IoT Engineer
6.17,1,9,6,5,7,3,5,10,4,5,4,9,4,7,1,8,Coding,Cloud Engineer
6.98,6,4,5,10,7,8,4,8,1,10,1,9,5,6,5,3,Design,Cloud Engineer
6.67,5,9,8,2,6,4,3,7,10,8,8,9,5,9,2,3,Design,Data Analyst
6.62,10,6,6,7,6,9,4,1,8,6,5,6,4,4,4,10,Coding,Web Developer
6.97,8,8,6,7,7,1,2,4,8,9,9,3,3,9,9,2,Management,Mobile App Developer
6.38,7,5,7,8,5,9,6,3,3,4,2,6,8,9,2,8,Research,Database Administrator
7.06,6,2,6,3,6,7,4,2,3,2,4,2,2,8,1,2,Design,Software Engineer
6.03,5,9,2,3,3,2,7,5,2,9,2,3,3,8,3,1,Systems,Software Engineer
7.62,8,5,9,9,2,4,3,6,7,4,4,2,6,1,3,8,Design,Software Engineer
7.09,9,1,2,7,10,6,1,1,4,7,1,9,5,9,10,8,Research,Robotics Engineer
9.69,10,4,3,10,9,7,5,8,1,2,6,8,5,6,6,3,Coding,Web Developer
8.25,2,5,8,6,1,2,3,1,7,1,9,1,9,7,5,4,Coding,Software Engineer
7.84,4,8,9,2,1,6,5,5,5,10,3,10,8,10,6,7,Research,Data Analyst
7.66,5,1,9,7,7,7,4,4,6,7,5,6,10,8,9,2,Management,Software Engineer
7.32,7,10,3,9,10,1,6,10,7,9,10,6,2,5,9,1,Design,Cybersecurity Specialist
7.0,2,3,2,1,2,5,3,10,4,2,5,10,6,3,2,5,Analytics,Cloud Engineer
8.07,10,9,8,9,7,3,4,4,1,4,3,8,4,5,2,4,Systems,Data Analyst
6.2,1,6,4,3,10,5,2,9,2,7,9,4,4,7,3,9,Networking,Cybersecurity Specialist
6.74,7,6,1,7,3,10,8,9,1,6,2,3,3,8,1,7,Research,IoT Engineer
9.75,9,5,10,7,7,10,4,1,7,5,10,4,5,8,2,6,Networking,Web Developer
9.36,8,4,6,6,8,4,3,8,7,1,9,3,9,10,5,2,Research,Mobile App Developer
9.32,3,1,9,4,7,1,8,10,9,9,7,4,7,10,3,8,Systems,UI/UX Designer
6.43,2,4,2,5,5,10,9,6,7,5,5,7,4,3,5,7,Design,Software Engineer
7.13,4,5,2,9,10,5,10,4,8,2,2,2,8,2,2,5,Management,Software Engineer
6.39,7,10,4,3,6,6,6,3,1,5,5,2,1,5,5,7,Analytics,Software Engineer
9.78,6,5,5,6,9,4,3,5,1,7,5,9,5,10,9,5,Research,Software Engineer
8.83,3,10,6,6,9,9,6,2,10,5,8,9,10,3,4,7,Management,Software Engineer
8.66,7,4,1,10,2,5,4,9,5,3,3,2,8,9,2,10,Research,Blockchain Developer
7.03,5,5,4,1,3,9,1,2,8,1,8,4,7,10,4,6,Analytics,Software Engineer
6.05,4,6,5,10,10,1,4,1,3,5,9,6,4,10,8,8,Networking,Software Engineer
7.53,1,3,2,2,10,7,1,5,6,5,4,2,3,4,6,6,Research,Software Engineer
9.11,8,9,7,3,9,6,5,3,6,2,4,8,9,2,9,5,Coding,Data Analyst
7.59,2,6,1,1,9,6,8,2,7,3,8,1,10,3,5,7,Networking,Software Engineer
7.69,4,3,2,4,9,1,5,6,9,7,4,9,6,6,9,6,Research,Software Engineer
8.62,8,8,5,3,4,10,3,4,5,8,8,4,3,4,10,9,Coding,Web Developer
6.79,4,5,8,8,1,3,9,6,9,9,2,2,7,3,2,4,Networking,Software Engineer
6.72,7,4,5,5,9,5,10,8,1,7,9,1,3,6,3,2,Research,Cybersecurity Specialist
6.67,7,6,7,9,6,5,10,2,10,1,8,2,5,5,2,10,Systems,Embedded Systems Engineer
9.26,8,3,2,3,4,9,1,5,8,5,8,1,9,6,3,9,Coding,Web Developer
7.72,3,1,1,3,2,9,5,8,6,1,8,2,1,10,7,8,Systems,Software Engineer
9.61,3,7,3,3,5,1,5,7,9,7,9,8,10,1,9,9,Research,UI/UX Designer
7.63,1,6,6,5,6,4,8,6,2,2,7,9,6,4,7,4,Design,Software Engineer
7.47,7,6,10,8,2,4,10,5,3,1,2,10,2,5,1,4,Systems,Embedded Systems Engineer
9.83,5,8,3,4,8,9,7,8,5,9,4,3,3,6,5,8,Management,Software Engineer
9.44,6,5,1,7,7,6,2,7,4,3,6,1,5,4,5,2,Research,Software Engineer
9.14,10,5,8,7,4,10,1,9,7,6,3,9,7,1,10,10,Systems,Web Developer
7.58,4,1,1,2,7,10,5,10,2,10,9,8,5,8,9,4,Systems,Cloud Engineer
9.02,2,7,9,6,9,6,10,6,7,7,5,2,9,9,4,7,Design,Software Engineer
9.05,6,10,9,6,2,5,8,8,7,3,2,10,2,6,1,7,Networking,Data Scientist
6.7,7,8,1,3,1,6,6,7,10,1,8,10,1,1,1,2,Design,Software Engineer
8.4,9,10,6,9,1,6,7,10,4,9,3,5,8,3,2,7,Management,Blockchain Developer
6.19,6,4,8,8,9,10,6,7,9,2,2,10,4,2,1,5,Management,Cybersecurity Specialist
7.53,10,8,3,3,5,7,2,5,8,3,9,8,6,7,7,10,Systems,Web Developer
6.03,6,6,9,10,7,4,1,5,3,3,4,10,2,6,8,7,Research,Software Engineer
9.26,3,1,8,2,7,4,4,4,8,4,10,4,2,5,3,10,Research,Software Engineer
8.36,8,4,8,9,10,4,9,1,3,9,7,10,7,10,5,4,Networking,Mobile App Developer
9.27,7,8,7,9,7,10,7,1,4,9,8,6,8,4,10,1,Management,Data Analyst
7.14,3,9,9,3,4,1,1,3,1,5,9,3,1,10,7,5,Analytics,Data Analyst
9.44,3,2,5,10,8,8,7,1,7,8,5,2,3,9,3,3,Networking,Project Manager
6.92,5,5,7,7,8,5,10,6,8,2,7,2,2,3,1,3,Management,Software Engineer
8.85,1,10,7,8,1,4,1,10,2,10,7,2,9,1,10,7,Networking,Data Analyst
8.38,10,1,6,2,9,7,2,4,5,7,3,4,8,8,2,5,Management,Web Developer
6.49,10,6,2,10,2,7,8,6,6,1,9,5,8,6,9,1,Analytics,Web Developer
9.25,4,6,7,8,8,6,2,2,2,7,2,4,7,4,2,10,Systems,Software Engineer
6.58,3,1,10,7,9,10,6,2,8,2,2,9,10,5,2,9,Systems,Database Administrator
6.59,10,5,5,8,5,8,3,1,9,10,4,5,4,1,3,10,Analytics,Web Developer
6.38,10,1,1,7,10,7,5,1,4,9,6,2,4,10,6,5,Management,Web Developer
6.64,5,3,9,7,5,2,6,2,10,9,10,4,9,7,7,3,Coding,Software Engineer
9.5,6,5,10,2,10,4,10,1,7,5,5,3,6,9,4,3,Design,Software Engineer
6.86,8,1,6,7,5,8,8,6,4,5,10,1,9,8,8,7,Research,Web Developer
7.11,2,4,10,2,7,3,10,10,3,6,8,10,7,8,3,3,Networking,Cloud Engineer
8.58,9,6,2,8,4,9,2,10,4,5,1,9,4,8,5,8,Research,Web Developer
6.01,7,1,10,2,3,9,10,9,3,9,5,7,1,6,2,8,Systems,Cloud Engineer
6.4,4,9,9,6,9,7,3,1,10,3,3,7,4,10,10,5,Networking,Data Analyst
6.02,9,3,3,10,2,6,4,7,3,9,3,5,3,2,3,1,Design,Project Manager
8.98,9,3,3,3,2,3,4,2,2,6,9,5,1,10,8,8,Networking,Mobile App Developer
6.76,10,2,10,6,5,2,8,5,8,5,2,3,9,5,1,10,Research,Game Developer
8.7,1,5,9,7,2,1,10,8,8,5,8,1,4,3,6,6,Research,IoT Engineer
9.07,4,10,1,4,4,5,9,6,2,4,6,10,3,4,7,2,Analytics,Software Engineer
6.44,7,5,6,10,4,5,10,7,1,5,7,3,9,3,6,3,Design,Blockchain Developer
9.35,2,6,8,10,6,2,1,1,10,10,9,1,5,6,4,10,Systems,UI/UX Designer
9.53,5,9,4,7,3,7,2,6,1,5,9,3,3,1,1,4,Coding,Software Engineer
9.29,4,9,6,6,3,6,9,2,3,2,9,10,8,6,8,3,Networking,Software Engineer
9.76,6,5,10,4,2,10,7,2,5,6,3,5,7,8,8,9,Management,Database Administrator
6.8,3,1,5,3,4,10,2,1,6,4,1,4,10,5,2,6,Research,Software Engineer
9.2,7,3,5,9,7,2,8,9,1,5,10,8,8,8,7,6,Networking,Cloud Engineer
9.52,10,2,3,9,4,6,7,7,2,8,3,9,9,3,9,5,Analytics,Blockchain Developer
7.69,2,2,8,2,3,4,8,4,1,5,2,9,6,10,2,7,Networking,Software Engineer
6.15,7,3,7,10,1,7,3,10,2,1,6,7,8,9,4,5,Analytics,Cloud Engineer
7.23,2,7,8,6,6,8,10,3,3,1,2,2,1,1,1,8,Systems,Software Engineer
7.8,1,5,5,2,3,10,6,3,10,7,4,3,10,2,9,1,Design,Software Engineer
6.69,1,8,6,10,4,1,3,5,1,5,4,5,5,5,4,7,Coding,Software Engineer
8.64,8,9,3,9,7,10,8,2,1,9,4,3,8,5,9,4,Analytics,Web Developer
6.46,3,4,5,2,6,8,7,6,9,5,7,2,8,4,7,5,Networking,Software Engineer
9.73,4,7,10,7,9,5,4,7,7,7,7,1,2,4,1,3,Management,Cybersecurity Specialist
9.89,7,6,6,9,6,9,9,9,2,3,2,6,5,9,2,2,Management,Robotics Engineer
9.91,1,9,1,9,5,7,3,1,6,5,5,9,2,2,5,5,Research,Software Engineer
9.28,7,3,10,9,6,8,8,8,7,7,9,9,1,2,10,10,Design,Cloud Engineer
7.17,9,3,4,5,8,9,5,10,1,2,6,10,7,5,8,4,Analytics,Web Developer
7.17,5,10,8,4,9,6,4,5,6,8,2,1,9,2,6,2,Management,Data Analyst
8.82,7,9,3,5,7,7,7,7,1,3,8,5,10,6,7,3,Design,Blockchain Developer
